arm,seed,exp,tf,gene,lfc,scored
any,4,DataSet_01_099,FOS,CTR9,-0.04844,True
any,4,DataSet_01_101,IRF6,DHRS1,-0.33323,True
any,4,DataSet_01_103,HNF1B,CFDP1,-0.18071,True
any,4,DataSet_01_105,FOXA1,MIR1468,0.0,True
any,4,DataSet_01_112,HSF1,MYBBP1A,0.3057,True
any,4,DataSet_01_114,ARID1A,OTUB2,-0.1225,True
any,4,DataSet_01_117,ID1,TMEM93,0.0,True
any,4,DataSet_01_118,ID1,UPK1B,-0.38667,True
any,4,DataSet_01_121,ZIC2,MIR3622A,0.0,True
any,4,DataSet_01_123,ZNF91,NACAD,0.0,True
any,4,DataSet_01_127,ZNF254,C11orf10,0.69389,False
any,4,DataSet_01_128,ZNF431,FAM107A,0.23847,False
any,4,DataSet_01_132,EGR4,ZNF847P,0.2236,True
any,4,DataSet_01_135,SPDEF,TYRP1,-0.35603,True
any,4,DataSet_01_136,REST,AMD1,0.00215,True
any,4,DataSet_01_138,IKZF1,LY6G6D,-0.01332,True
any,4,DataSet_01_139,POLR3A,MANEA,0.03085,False
any,4,DataSet_01_142,LEF1,PLBD1,0.03453,True
any,4,DataSet_01_145,REST,C4orf49,0.0,True
any,4,DataSet_01_147,EHF,LOC646278,0.0,True
any,4,DataSet_01_148,MYBL2,HNRPLL,-0.21767,True
any,4,DataSet_01_149,ETS2,DDX23,0.08667,True
any,4,DataSet_01_150,TFAP2C,SLX1A,0.0,True
any,4,DataSet_01_151,TEAD4,PPP1R14C,0.04826,True
any,4,DataSet_01_153,LIN28B,CNBP,-0.01243,False
any,4,DataSet_01_154,STAT1,SCN1A,-0.18603,True
any,4,DataSet_01_155,HSF1,MIR3945,0.0,True
any,4,DataSet_01_156,HIF1A,CPT1B,-0.01333,True
any,4,DataSet_01_162,ELK1,PEMT,-5.58407,True
any,4,DataSet_01_164,JUN,LOC26102,0.0,True
any,4,DataSet_01_165,MAF,LOC728622,0.0,True
any,4,DataSet_01_166,NFATC3,HIST1H4C,-0.32957,True
any,4,DataSet_01_168,STAT3,ZNF121,0.0,True
any,4,DataSet_01_169,HOXB7,CHST5,-0.18778,True
any,4,DataSet_01_170,HOXB7,ZNF830,-0.39348,True
any,4,DataSet_01_171,FOSL1,DENND5B,0.02517,True
any,4,DataSet_01_173,ESRRG,SLC46A3,-0.1595,True
any,4,DataSet_01_175,TP53,YIPF6,-0.48695,True
any,4,DataSet_01_176,NR2F2,C9orf96,0.0,True
any,4,DataSet_01_177,NR2F2,TIMM8A,-0.10837,True
any,4,DataSet_01_180,STAT3,ANXA5,-0.09306,True
any,4,DataSet_01_183,TP63,IFT88,0.06219,True
any,4,DataSet_01_184,STAT3,MIR3194,0.0,True
any,4,DataSet_01_185,TCF4,RGS7BP,0.0,True
any,4,DataSet_01_189,SPDEF,CHST8,-0.03743,True
any,4,DataSet_01_192,AR,ARHGAP23,-0.43183,True
any,4,DataSet_01_196,TP63,FLG,0.0,True
any,4,DataSet_01_198,TP63,TRIM8,0.90631,True
any,4,DataSet_01_200,TP63,GNE,0.72267,True
any,4,DataSet_01_203,XBP1,MIR3914-1,0.0,True
any,4,DataSet_01_204,XBP1,BNIP3,-0.39986,True
any,4,DataSet_01_211,REST,SNORA84,0.0,True
any,4,DataSet_01_213,SOX11,WNT2,0.01598,True
any,4,DataSet_01_214,BCLAF1,FAM24B,0.18937,True
any,4,DataSet_01_217,TAL1,ST6GAL1,0.47738,True
any,4,DataSet_01_218,PTEN,HTR1E,0.0,False
any,4,DataSet_01_220,HIF1A,FOXO3,-0.12677,True
any,4,DataSet_01_222,KLF9,GUSB,0.10018,True
any,4,DataSet_01_223,FOXM1,CD82,0.04506,True
any,4,DataSet_01_224,HIF1A,ZMAT1,0.0,True
any,4,DataSet_01_226,KLF2,C1QL2,0.0,True
any,4,DataSet_01_228,HIF1A,KRTAP5-10,0.0,True
any,4,DataSet_01_233,FOXA1,OR5D13,0.0,True
any,4,DataSet_01_238,NFYB,MAP4K1,0.07687,True
any,4,DataSet_01_244,ETS1,C19orf43,0.16023,True
any,4,DataSet_01_246,TLX1,WFDC2,-0.13053,True
any,4,DataSet_01_247,GATA6,SUGP1,0.18221,True
any,4,DataSet_01_248,SMAD2,TNIK,0.17741,True
any,4,DataSet_01_255,YBX1,CCDC69,-0.24017,True
any,4,DataSet_01_256,YBX1,IRF7,-0.1784,True
any,4,DataSet_01_257,YBX1,KCNA10,-0.14381,True
any,4,DataSet_01_258,YBX1,FSTL3,-0.39247,True
any,4,DataSet_01_260,SOX4,ABHD5,-0.14568,True
any,4,DataSet_01_261,NFKB2,SLC7A5P2,0.13379,True
any,4,DataSet_01_267,FOXO3,RGAG1,-0.00991,True
any,4,DataSet_01_269,SIX4,C22orf26,0.0,True
any,4,DataSet_01_276,PTEN,CNNM4,0.08806,False
any,4,DataSet_01_277,SALL4,INTS3,-0.31848,True
any,4,DataSet_01_280,ESRRA,TRAPPC4,0.06954,True
any,4,DataSet_01_281,MSX1,TEDDM1,0.17327,True
any,4,DataSet_01_282,IRF7,CAB39L,0.00292,True
any,4,DataSet_01_283,AHR,TRUB2,0.5239,True
any,4,DataSet_01_293,POSTN,FHOD3,0.02337,False
any,4,DataSet_01_295,TFAP4,DNMBP,-3.15368,True
any,4,DataSet_01_299,SOX7,ZNF320,-0.00906,True
any,4,DataSet_01_300,SOX17,C10orf82,-0.3659,True
any,4,DataSet_01_301,PTEN,APOB48R,0.0,False
any,4,DataSet_01_302,PTEN,SHMT2,-0.13701,False
any,4,DataSet_01_303,PTEN,EFCAB1,1.08158,False
any,4,DataSet_01_304,ETV5,OR10H4,0.0,True
any,4,DataSet_01_305,HOXA5,GPR174,0.0,True
any,4,DataSet_01_306,NR2E1,DRD1,-0.00879,True
any,4,DataSet_01_308,SOX9,KCNJ5,-0.20098,True
any,4,DataSet_01_309,SOX9,MCM6,-0.07871,True
any,4,DataSet_01_312,TFAP2C,CD38,0.0,True
any,4,DataSet_01_313,OVOL2,BOC,0.37608,False
any,4,DataSet_01_318,ELK3,ZNF643,0.11029,True
any,4,DataSet_01_324,MYC,PRKCDBP,2.12755,True
any,4,DataSet_01_327,TP63,GSTM5,0.21204,True
any,4,DataSet_01_330,TP63,MIR218-1,0.07353,True
any,4,DataSet_01_332,TOX,ZBTB8OS,0.39972,True
any,4,DataSet_01_333,HOXC6,PRR5,0.39698,True
any,4,DataSet_01_336,GRHL3,NBPF11,0.0,True
any,4,DataSet_01_337,REST,C15orf40,-0.05539,True
any,4,DataSet_01_338,REST,ART5,0.0,True
any,4,DataSet_01_339,KLF4,PAFAH1B2,-0.30121,True
any,4,DataSet_01_340,KLF7,OXCT1,-0.1747,True
any,4,DataSet_01_342,KLF7,HPDL,-0.30683,True
any,4,DataSet_01_347,GATA3,MIRLET7A2,0.0,True
any,4,DataSet_01_348,HIF1A,MAP3K3,0.80002,True
any,4,DataSet_01_349,SOX2,SPO11,-0.20608,True
any,4,DataSet_01_354,ELK1,GPR137,0.35693,True
any,4,DataSet_01_356,ETV4,MIR519C,0.0,True
any,4,DataSet_01_357,CDX2,OR5J2,0.0,True
any,4,DataSet_01_360,SOX17,RB1CC1,0.17141,True
any,4,DataSet_02_001,DROSHA,MS4A3,0.0,False
any,4,DataSet_02_007,PTBP1,NCAPD2,0.28375,False
any,4,DataSet_02_009,POLR2G,OAZ2,0.41022,False
any,4,DataSet_02_012,SRSF4,ARID2,-0.24023,False
any,4,DataSet_02_013,SRSF9,BASP1,0.0,False
any,4,DataSet_02_015,HOXB9,GADD45GIP1,0.0,True
any,4,DataSet_02_016,JUND,DIABLO,0.16023,True
any,4,DataSet_02_018,STAT2,VGLL1,0.0,True
any,4,DataSet_02_023,STAT1,BOP1,-0.21813,True
any,4,DataSet_02_025,USF2,MYH6,1.76553,True
any,4,DataSet_02_026,USF1,IGFL2,-2.1375,True
any,4,DataSet_02_032,NFE2L1,TACSTD2,1.90689,True
any,4,DataSet_02_033,TEAD2,LOC732275,0.0,True
any,4,DataSet_02_039,RELA,CARD11,-0.11461,True
any,4,DataSet_02_040,TEAD4,C3orf35,0.0,True
any,4,DataSet_02_042,SP2,SERPING1,-1.20645,True
any,4,DataSet_02_044,ZC3H11A,PHLPP1,-0.24151,False
any,4,DataSet_02_048,SMAD5,S100A3,0.0,True
any,4,DataSet_02_051,HDAC8,LRRC46,0.55667,False
any,4,DataSet_02_053,TLE2,MIR3689A,0.0,False
any,4,DataSet_02_054,ATF3,MAPK12,0.52208,True
any,4,DataSet_02_055,DLX1,NAT8,0.0,True
any,4,DataSet_02_058,HMBOX1,NFYC,0.07082,False
any,4,DataSet_02_061,RFX5,ABHD15,-1.22412,True
any,4,DataSet_02_063,TRIM28,UCHL1,0.0,True
any,4,DataSet_02_071,TFDP1,MMD,0.00452,True
any,4,DataSet_02_075,HMGA1,NCRNA00174,0.0,True
any,4,DataSet_02_078,SIX5,SBDSP1,0.38478,False
any,4,DataSet_02_079,HMGN1,C17orf95,0.0,False
any,4,DataSet_02_082,ZBTB33,OR4D1,0.0,True
any,4,DataSet_02_088,ILF2,CCL3L3,0.0,False
any,4,DataSet_02_090,SRSF9,MIR15A,0.0,False
any,4,DataSet_02_091,HNRNPK,PPP2R2C,-0.05012,False
any,4,DataSet_02_096,HNRNPL,CR2,0.0,False
any,4,DataSet_02_097,U2AF1,GIMAP6,0.0,False
any,4,DataSet_02_099,PSIP1,OAT,-0.13153,False
any,4,DataSet_02_100,RBM17,RPS10,-0.35049,False
any,4,DataSet_02_101,RBFOX2,AGA,-0.31583,False
any,4,DataSet_02_103,FIP1L1,METT10D,0.0,False
any,4,DataSet_02_104,HDGF,OR8K3,0.0,True
any,4,DataSet_02_105,U2AF2,IFI16,0.0,False
any,4,DataSet_02_107,SSB,ASB1,-0.08809,False
any,4,DataSet_02_108,ZNF622,RGS7BP,0.0,False
any,4,DataSet_02_110,GTF2F1,SAP30,-0.24274,False
any,4,DataSet_02_111,RBM39,COG8,0.0,False
any,4,DataSet_02_114,XRCC5,SP4,1.02428,False
any,4,DataSet_02_115,PCBP1,FAT3,0.0,False
any,4,DataSet_02_117,SUB1,GPR137B,0.94855,False
any,4,DataSet_02_120,PTBP1,FGF12,3.45943,False
any,4,DataSet_02_121,RBM34,DPY19L1P1,0.0,False
any,4,DataSet_02_123,PCBP2,KIAA2013,-0.34918,False
any,4,DataSet_02_124,FUS,MIR1292,0.0,False
any,4,DataSet_02_126,SNRNP70,TP53TG5,0.0,False
any,4,DataSet_02_128,PRPF4,LOC283104,0.0,False
any,4,DataSet_02_130,POLR2G,SMPDL3A,-0.06623,False
any,4,DataSet_02_131,PTBP1,KMO,0.0,False
any,4,DataSet_02_133,SRSF7,SNORD114-12,0.0,False
any,4,DataSet_02_136,HNRNPK,PRG4,-1.0,False
any,4,DataSet_02_137,PCBP1,OR51L1,0.0,False
any,4,DataSet_02_138,RBM17,RAB30,-0.45317,False
any,4,DataSet_02_139,RBFOX2,ACRC,-0.29177,False
any,4,DataSet_02_140,TAF15,PRKCQ,-0.05068,False
any,4,DataSet_02_141,RBM34,FBXL21,0.0,False
any,4,DataSet_02_144,PTBP1,PRPF19,-1.01619,False
any,4,DataSet_02_145,DROSHA,MARK1,0.0,False
any,4,DataSet_02_147,FIP1L1,ARL8A,0.16576,False
any,4,DataSet_02_148,ILF3,TMEM87A,0.81407,False
any,4,DataSet_02_151,RBM39,RNF39,0.0,False
any,4,DataSet_02_152,ILF2,HLA-DPA1,-1.58496,False
any,4,DataSet_02_154,SRSF4,INSM2,0.0,False
any,4,DataSet_02_155,FUS,MIR624,0.0,False
any,4,DataSet_02_156,HNRNPUL1,VRTN,-1.35364,False
any,4,DataSet_02_157,GTF2F1,SS18L1,-0.06495,False
any,4,DataSet_02_158,PSIP1,ATP5L,-0.1152,False
any,4,DataSet_02_159,XRCC5,GRIA3,0.0,False
any,4,DataSet_02_160,HNRNPL,CES1,-2.45943,False
any,4,DataSet_02_161,SUB1,RNF40,0.013,False
any,4,DataSet_02_164,SSB,RPLP0P2,0.0,False
any,4,DataSet_02_168,RBM22,NETO1,0.0,False
any,4,DataSet_02_170,U2AF2,TEKT1,0.0,False
any,4,DataSet_02_172,ZFX,MIR19B1,0.0,True
any,4,DataSet_02_175,LMNA,PA2G4,0.17065,False
any,4,DataSet_02_185,CTCF,OR4L1,0.0,True
any,4,DataSet_02_190,RAD21,PCDHGA10,0.0,False
any,4,DataSet_02_192,MAX,LRP10,-0.17794,True
any,4,DataSet_02_195,LMNB1,HK3,5.32193,False
any,4,DataSet_02_206,ZFX,C3orf54,0.0,True
any,4,DataSet_03_002,AKT1,ODZ2,0.0,False
any,4,DataSet_03_004,AR,TMEM50B,0.3445936,True
any,4,DataSet_03_005,AR,GRIK2,0.5303504,True
any,4,DataSet_03_007,AR,ZFHX4,0.1545133,True
any,4,DataSet_03_013,ARID1A,NPEPL1,0.0,True
any,4,DataSet_03_017,ATF3,SNUPN,0.07777011,True
any,4,DataSet_03_018,ATF4,SP1,-0.3155126,True
any,4,DataSet_03_021,BAG1,HCST,0.0,False
any,4,DataSet_03_022,BATF3,ARAP3,0.04892433,False
any,4,DataSet_03_026,BCL6,OR5H15,0.0,True
any,4,DataSet_03_031,CASP8AP2,UBN2,0.3229993,False
any,4,DataSet_03_035,CCNB1,SCN3A,-0.015404,False
any,4,DataSet_03_049,CEBPB,PLEKHO1,1.391365,True
any,4,DataSet_03_056,CTCF,BAGE3,0.0,True
any,4,DataSet_03_059,CTNNB1,CKAP4,0.0,True
any,4,DataSet_03_060,E2F1,SIM1,-0.06853607,True
any,4,DataSet_03_063,E2F7,HMGB1,0.072787,True
any,4,DataSet_03_065,EP300,C14orf106,0.0,True
any,4,DataSet_03_066,ERBB2,PPIL5,0.0,False
any,4,DataSet_03_073,ETS1,UQCRHL,0.08928571,True
any,4,DataSet_03_074,ETS1,UCHL5,-0.05416667,True
any,4,DataSet_03_075,ETV6,DVL2,-0.029893,True
any,4,DataSet_03_078,FLI1,USP25,0.2337322,True
any,4,DataSet_03_080,FOXA1,YTHDC1,-0.2955605,True
any,4,DataSet_03_085,FOXD1,PUM1,0.116525,True
any,4,DataSet_03_087,FOXF2,DNAJC27,-0.3298675,True
any,4,DataSet_03_089,FOXK1,EFHD1,0.3061892,False
any,4,DataSet_03_090,FOXM1,MIR3678,0.0,True
any,4,DataSet_03_091,FOXM1,RNF138,-0.1287333,True
any,4,DataSet_03_093,FOXM1,SNORD92,0.0,True
any,4,DataSet_03_096,FOXO1,CELF4,-0.9083744,True
any,4,DataSet_03_100,GATA2,ZNF579,0.4373309,True
any,4,DataSet_03_108,GATA6,BBS4,-0.08407674,True
any,4,DataSet_03_110,GATA6,PRSS3,-0.509562,True
any,4,DataSet_03_113,GRHL3,GOLGA8E,0.0,True
any,4,DataSet_03_114,HDAC3,SOAT2,-0.4771083,True
any,4,DataSet_03_116,HES6,RPE,-0.00222395,True
any,4,DataSet_03_117,HES6,INSM2,0.1141919,True
any,4,DataSet_03_119,HIF1A,ANKRD36BP1,0.0,True
any,4,DataSet_03_122,HINFP,RPAIN,0.10418,True
any,4,DataSet_03_123,HINFP,USP17L2,0.0,True
any,4,DataSet_03_124,HMGA1,IKZF4,-0.2619307,True
any,4,DataSet_03_127,HOXB7,FAM172A,0.4923873,True
any,4,DataSet_03_128,HOXC4,TYSND1,-0.08876318,False
any,4,DataSet_03_129,HSF1,GPR176,-0.0050725,True
any,4,DataSet_03_143,JUN,SDPR,0.0,True
any,4,DataSet_03_148,KLF5,EXOSC1,-0.01095,True
any,4,DataSet_03_149,KLF5,IER2,0.1308332,True
any,4,DataSet_03_150,KLF5,KRT23,2.654393,True
any,4,DataSet_03_151,KLF5,SGMS2,-0.01293265,True
any,4,DataSet_03_155,MAFB,ACOX1,0.07333333,True
any,4,DataSet_03_165,MITF,BCMO1,0.2010429,True
any,4,DataSet_03_168,MITF,GRIA1,-0.3899538,True
any,4,DataSet_03_173,MYB,TTTY20,-0.02266667,True
any,4,DataSet_03_178,MYC,ACTA2,1.710247,True
any,4,DataSet_03_189,NCOA1,PPP1R3A,0.0,True
any,4,DataSet_03_190,NCOA2,SPANXB1,0.0,True
any,4,DataSet_03_191,NCOA3,GLYR1,0.0,True
any,4,DataSet_03_192,NCOR1,ZNF831,0.1381051,True
any,4,DataSet_03_199,NMI,PAPOLA,-0.05819667,False
any,4,DataSet_03_200,NPAT,LOC220906,0.0,False
any,4,DataSet_03_201,NPAT,SGOL1,-0.2811455,False
any,4,DataSet_03_202,NR2F2,FAM8A1,0.02845425,True
any,4,DataSet_03_205,PARK7,OR4A16,0.0,True
any,4,DataSet_03_207,PBX1,RGSL1,0.217776,True
any,4,DataSet_03_208,PBX1,TM4SF1,0.1545327,True
any,4,DataSet_03_209,PBX1,DCTN2,-0.098415,True
any,4,DataSet_03_211,PHB,KIAA2018,-0.5379492,False
any,4,DataSet_03_214,PPARG,LIMD1,0.1016667,True
any,4,DataSet_03_217,PRRX1,GEMIN6,0.4520394,True
any,4,DataSet_03_220,RBL2,MIR30E,0.0,False
any,4,DataSet_03_221,RCHY1,HPYR1,0.0,False
any,4,DataSet_03_222,RELA,MLH3,0.1839286,True
any,4,DataSet_03_223,RELA,FAM83H,-0.07738095,True
any,4,DataSet_03_225,RELB,OR4A5,0.3194825,True
any,4,DataSet_03_228,REST,LOC728643,0.0,True
any,4,DataSet_03_229,SATB1,ABCA7,-0.0306022,True
any,4,DataSet_03_232,SKP2,RPS7,0.03792467,False
any,4,DataSet_03_235,SMARCA4,FBXL7,0.0,True
any,4,DataSet_03_236,SMARCC1,TCP10L2,0.0,True
any,4,DataSet_03_237,SOX11,PLCG2,0.3657152,True
any,4,DataSet_03_238,SOX11,OR56B1,0.1196634,True
any,4,DataSet_03_239,SOX11,CYP2D6,0.0,True
any,4,DataSet_03_241,SOX2,SH3BP5L,-0.3800545,True
any,4,DataSet_03_242,SOX2,MIR585,0.0,True
any,4,DataSet_03_244,SOX2,ZFP3,-0.8850224,True
any,4,DataSet_03_246,SOX4,ADCY1,-0.6100535,True
any,4,DataSet_03_249,SP1,PDRG1,-0.6169419,True
any,4,DataSet_03_251,SP1,FAM49B,-0.4789749,True
any,4,DataSet_03_253,SPIB,C13orf40,0.0,True
any,4,DataSet_03_255,SSRP1,SLC22A13,0.0,True
any,4,DataSet_03_256,STAT1,OR2AG2,0.0,True
any,4,DataSet_03_258,STAT3,SLC6A9,1.037283,True
any,4,DataSet_03_259,STAT3,AHNAK2,-0.15229,True
any,4,DataSet_03_260,STAT3,C2orf48,0.0,True
any,4,DataSet_03_261,STAT3,PLEKHF1,-0.3298242,True
any,4,DataSet_03_262,STAT3,CRY2,0.0,True
any,4,DataSet_03_264,STAT6,ZSCAN10,-0.2830946,True
any,4,DataSet_03_267,TCF7L1,HSCB,-0.06296089,True
any,4,DataSet_03_271,TET2,LRRFIP1,0.067228,False
any,4,DataSet_03_273,TET3,SCLT1,-0.15426,False
any,4,DataSet_03_274,TFAP2C,UBE3B,-0.2063294,True
any,4,DataSet_03_275,TFE3,KIAA0368,0.0,True
any,4,DataSet_03_277,TP53,AHCYL1,-0.02536233,True
any,4,DataSet_03_284,TWIST2,PCDHA3,-0.01084479,True
any,4,DataSet_03_287,ZHX2,ZBTB34,0.0972425,True
any,4,DataSet_03_294,ZNF750,AQP7,0.0,False
any,4,DataSet_04_002,CDC5L,CHMP4A,-0.4278193,False
any,4,DataSet_04_003,CHCHD3,GSC,0.0,False
any,4,DataSet_04_004,CIZ1,SPATA22,0.06140054,False
any,4,DataSet_04_006,DDX59,LRRC24,-0.4360991,False
any,4,DataSet_04_010,FUBP1,FLJ39639,0.0,False
any,4,DataSet_04_011,FUBP3,CEACAM8,0.0,False
any,4,DataSet_04_012,MARK2,IPPK,-1.326383,False
any,4,DataSet_04_015,NKRF,UQCRQ,0.0,True
any,4,DataSet_04_016,NUP35,CAMSAP1,-0.08582874,False
any,4,DataSet_04_018,RPS3,DPY19L3,0.1870538,False
any,4,DataSet_04_019,SMAD2,APLN,0.0,True
any,4,DataSet_04_020,SMAD4,C1QTNF9,0.0,True
any,4,DataSet_04_022,STAT1,RPL18AP3,0.0,True
any,4,DataSet_04_024,YBX1,SNORD115-3,0.0,True
any,4,DataSet_04_026,ANXA2,RNF152,0.0,False
any,4,DataSet_04_028,CIZ1,MOSPD2,0.1117999,False
any,4,DataSet_04_032,FUBP1,C8orf47,0.0,False
any,4,DataSet_04_036,SMAD2,ZNF576,0.0,True
any,4,DataSet_04_037,SMAD4,OR11A1,0.0,True
any,4,DataSet_04_039,SRPK2,SELE,0.0,False
any,4,DataSet_04_041,YBX1,EPHA7,0.0,True
matched,0,DataSet_01_006,PROX1,JUP,-0.68409,True
matched,0,DataSet_01_007,NR2F2,FABP7,0.12086,True
matched,0,DataSet_01_008,WT1,THBS1,-0.06008,True
matched,0,DataSet_01_010,TP53,IL2,-0.18257,True
matched,0,DataSet_01_011,TP53,JUN,-0.12156,True
matched,0,DataSet_01_012,FLI1,ARNT,-0.08067,True
matched,0,DataSet_01_013,FLI1,ATOH1,0.0,True
matched,0,DataSet_01_014,FLI1,APOA5,0.0,True
matched,0,DataSet_01_015,FLI1,CASP9,0.24286,True
matched,0,DataSet_01_016,FLI1,HK2,-0.2899,True
matched,0,DataSet_01_017,ERG,HAND1,0.37454,True
matched,0,DataSet_01_018,YY1,FGF4,0.32104,True
matched,0,DataSet_01_021,STAT1,GCK,0.45,True
matched,0,DataSet_01_025,MITF,CARM1,-0.61322,True
matched,0,DataSet_01_026,PAX3,PCK2,0.03368,True
matched,0,DataSet_01_027,PAX3,CYP17A1,-0.47689,True
matched,0,DataSet_01_029,ATM,ATF3,-1.98037,False
matched,0,DataSet_01_030,RELA,VDR,-0.58635,True
matched,0,DataSet_01_031,TP53,FGFR1,-0.21439,True
matched,0,DataSet_01_033,ATF3,CXCL2,-0.58786,True
matched,0,DataSet_01_034,EGR3,AURKB,-0.05684,True
matched,0,DataSet_01_036,ETV1,BIRC7,-0.03822,True
matched,0,DataSet_01_037,TP53,TGFB1,-0.57143,True
matched,0,DataSet_01_038,TP53,VEGFA,0.15,True
matched,0,DataSet_01_042,POU5F1,CCNA2,-0.22842,True
matched,0,DataSet_01_043,CBFB,BOK,0.20027,False
matched,0,DataSet_01_044,MYB,HSPA5,-0.2807,True
matched,0,DataSet_01_045,PRDM14,A4GALT,-0.19441,False
matched,0,DataSet_01_049,STAT3,WNT2,0.54585,True
matched,0,DataSet_01_051,RARA,TGFB2,-0.06587,True
matched,0,DataSet_01_053,TFAP2C,DLX3,-0.56913,True
matched,0,DataSet_01_058,BACH1,ADAM12,-0.1091,True
matched,0,DataSet_01_059,BACH1,ACSBG1,-0.01391,True
matched,0,DataSet_01_060,NFE2L2,HPSE,-0.64331,True
matched,0,DataSet_01_068,TP53,IL6,-3.4138,True
matched,0,DataSet_01_071,ELF5,ABCA17P,0.0,True
matched,0,DataSet_01_073,ZNF148,ACR,0.16987,True
matched,0,DataSet_01_074,CEBPD,DNMT1,0.11558,True
matched,0,DataSet_01_075,CEBPZ,ALPP,0.24422,True
matched,0,DataSet_01_076,ETS1,STMN1,-0.39683,True
matched,0,DataSet_01_077,FOXM1,PIK3C3,0.37346,True
matched,0,DataSet_01_078,HSF2,AATF,0.54784,True
matched,0,DataSet_01_079,MITF,APOE,-0.11667,True
matched,0,DataSet_01_080,RELA,NFKB1,-0.00626,True
matched,0,DataSet_01_081,SP1,CCND2,0.0842,True
matched,0,DataSet_01_082,SP100,ADAT2,-0.04262,False
matched,0,DataSet_01_083,STAT1,GCLC,0.22205,True
matched,0,DataSet_01_084,STAT3,NQO1,-0.38114,True
matched,0,DataSet_01_085,STAT6,CCR4,0.31918,True
matched,0,DataSet_01_086,HIF1A,GAST,0.13197,True
matched,0,DataSet_01_088,FOXP1,CHRD,-0.43931,True
matched,0,DataSet_01_089,NR2F2,CPT1A,-0.01634,True
matched,0,DataSet_01_090,NR2F2,CYP1B1,0.17824,True
matched,0,DataSet_01_091,ETV6,CBX2,0.06018,True
matched,0,DataSet_01_094,NANOG,ABCA1,-0.02404,True
matched,0,DataSet_01_095,POU5F1,IGF2,0.22447,True
matched,0,DataSet_01_096,SOX2,NF1,0.20303,True
matched,0,DataSet_01_098,SALL4,CSH1,0.0,True
matched,0,DataSet_01_099,FOS,COL1A2,0.10175,True
matched,0,DataSet_01_101,IRF6,ATF1,-0.02404,True
matched,0,DataSet_01_103,HNF1B,DLX3,0.05132,True
matched,0,DataSet_01_105,FOXA1,CD14,-0.23186,True
matched,0,DataSet_01_112,HSF1,IHH,-0.04179,True
matched,0,DataSet_01_114,ARID1A,AASDH,0.21676,True
matched,0,DataSet_01_117,ID1,GNRH1,1.71219,True
matched,0,DataSet_01_118,ID1,PAX3,0.82002,True
matched,0,DataSet_01_121,ZIC2,ADAM23,0.0,True
matched,0,DataSet_01_123,ZNF91,AOX1,0.09671,True
matched,0,DataSet_01_127,ZNF254,ABCF1,-0.08685,False
matched,0,DataSet_01_128,ZNF431,ABCA13,0.21847,False
matched,0,DataSet_01_132,EGR4,AARSD1,0.02414,True
matched,0,DataSet_01_135,SPDEF,AHSP,0.06966,True
matched,0,DataSet_01_136,REST,DAPK1,-0.19428,True
matched,0,DataSet_01_138,IKZF1,APBB1,-0.03785,True
matched,0,DataSet_01_139,POLR3A,ABCC11,0.73525,False
matched,0,DataSet_01_142,LEF1,CSF1R,0.01023,True
matched,0,DataSet_01_145,REST,ANG,-0.05633,True
matched,0,DataSet_01_147,EHF,ARHGDIB,-0.12395,True
matched,0,DataSet_01_148,MYBL2,FCGRT,-0.13438,True
matched,0,DataSet_01_149,ETS2,HLA-DQB1,-0.0375,True
matched,0,DataSet_01_150,TFAP2C,COMP,-0.04638,True
matched,0,DataSet_01_151,TEAD4,ABCA5,-0.09575,True
matched,0,DataSet_01_153,LIN28B,ADARB1,-0.41545,False
matched,0,DataSet_01_154,STAT1,BBC3,0.0,True
matched,0,DataSet_01_155,HSF1,IHH,-1.25298,True
matched,0,DataSet_01_156,HIF1A,APOC3,0.04132,True
matched,0,DataSet_01_162,ELK1,ASPH,0.9358,True
matched,0,DataSet_01_164,JUN,PPARG,0.77758,True
matched,0,DataSet_01_165,MAF,TLR2,1.13816,True
matched,0,DataSet_01_166,NFATC3,AHCYL1,-5.85123,True
matched,0,DataSet_01_168,STAT3,TNC,0.09848,True
matched,0,DataSet_01_169,HOXB7,DST,0.19016,True
matched,0,DataSet_01_170,HOXB7,ATP1B1,-0.22549,True
matched,0,DataSet_01_171,FOSL1,IAPP,0.0,True
matched,0,DataSet_01_173,ESRRG,DBI,-0.07026,True
matched,0,DataSet_01_175,TP53,SERPINE1,-0.17014,True
matched,0,DataSet_01_176,NR2F2,ARNT,0.12837,True
matched,0,DataSet_01_177,NR2F2,ATP2A2,-0.44942,True
matched,0,DataSet_01_180,STAT3,ABCC3,0.13997,True
matched,0,DataSet_01_183,TP63,DNMT1,-0.12458,True
matched,0,DataSet_01_184,STAT3,APC,0.04868,True
matched,0,DataSet_01_185,TCF4,NOTCH3,-0.28649,True
matched,0,DataSet_01_189,SPDEF,AHSP,0.07991,True
matched,0,DataSet_01_192,AR,PTGS2,-0.05889,True
matched,0,DataSet_01_196,TP63,CYBB,0.06472,True
matched,0,DataSet_01_198,TP63,EBP,0.52992,True
matched,0,DataSet_01_200,TP63,CDH5,0.33011,True
matched,0,DataSet_01_203,XBP1,ALOX12,-0.30477,True
matched,0,DataSet_01_204,XBP1,HAND1,0.2946,True
matched,0,DataSet_01_211,REST,CPT1B,0.12349,True
matched,0,DataSet_01_213,SOX11,ABCA5,0.06024,True
matched,0,DataSet_01_214,BCLAF1,ACVRL1,-0.28139,True
